text,author,title
"ἐφθίαθʼ, οἵ οἱ πρόσθεν ἅμα τράφεν ἠδʼ ἐγένοντο",Homer,Iliad
"ἐν Πύλῳ ἠγαθέῃ, μετὰ δὲ τριτάτοισιν ἄνασσεν·",Homer,Iliad
ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,Homer,Iliad
ὦ πόποι ἦ μέγα πένθος Ἀχαιΐδα γαῖαν ἱκάνει·,Homer,Iliad
ἦ κεν γηθήσαι Πρίαμος Πριάμοιό τε παῖδες,Homer,Iliad
ἄλλοι τε Τρῶες μέγα κεν κεχαροίατο θυμῷ,Homer,Iliad
"εἰ σφῶϊν τάδε πάντα πυθοίατο μαρναμένοιϊν,",Homer,Iliad
"οἳ περὶ μὲν βουλὴν Δαναῶν, περὶ δʼ ἐστὲ μάχεσθαι.",Homer,Iliad
ἀλλὰ πίθεσθʼ· ἄμφω δὲ νεωτέρω ἐστὸν ἐμεῖο·,Homer,Iliad
ἤδη γάρ ποτʼ ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν,Homer,Iliad
"ἀνδράσιν ὡμίλησα, καὶ οὔ ποτέ μʼ οἵ γʼ ἀθέριζον.",Homer,Iliad
"οὐ γάρ πω τοίους ἴδον ἀνέρας οὐδὲ ἴδωμαι,",Homer,Iliad
οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν,Homer,Iliad
Καινέα τʼ Ἐξάδιόν τε καὶ ἀντίθεον Πολύφημον,Homer,Iliad
"Θησέα τʼ Αἰγεΐδην, ἐπιείκελον ἀθανάτοισιν·",Homer,Iliad
κάρτιστοι δὴ κεῖνοι ἐπιχθονίων τράφεν ἀνδρῶν·,Homer,Iliad
κάρτιστοι μὲν ἔσαν καὶ καρτίστοις ἐμάχοντο,Homer,Iliad
φηρσὶν ὀρεσκῴοισι καὶ ἐκπάγλως ἀπόλεσσαν.,Homer,Iliad
καὶ μὲν τοῖσιν ἐγὼ μεθομίλεον ἐκ Πύλου ἐλθὼν,Homer,Iliad
τηλόθεν ἐξ ἀπίης γαίης· καλέσαντο γὰρ αὐτοί·,Homer,Iliad
καὶ μαχόμην κατʼ ἔμʼ αὐτὸν ἐγώ· κείνοισι δʼ ἂν οὔ τις,Homer,Iliad
τῶν οἳ νῦν βροτοί εἰσιν ἐπιχθόνιοι μαχέοιτο·,Homer,Iliad
καὶ μέν μευ βουλέων ξύνιεν πείθοντό τε μύθῳ·,Homer,Iliad
"ἀλλὰ πίθεσθε καὶ ὔμμες, ἐπεὶ πείθεσθαι ἄμεινον·",Homer,Iliad
"μήτε σὺ τόνδʼ ἀγαθός περ ἐὼν ἀποαίρεο κούρην,",Homer,Iliad
ἀλλʼ ἔα ὥς οἱ πρῶτα δόσαν γέρας υἷες Ἀχαιῶν·,Homer,Iliad
μήτε σὺ Πηλείδη ἔθελʼ ἐριζέμεναι βασιλῆϊ,Homer,Iliad
"ἀντιβίην, ἐπεὶ οὔ ποθʼ ὁμοίης ἔμμορε τιμῆς",Homer,Iliad
"σκηπτοῦχος βασιλεύς, ᾧ τε Ζεὺς κῦδος ἔδωκεν.",Homer,Iliad
"εἰ δὲ σὺ καρτερός ἐσσι θεὰ δέ σε γείνατο μήτηρ,",Homer,Iliad
ἀλλʼ ὅ γε φέρτερός ἐστιν ἐπεὶ πλεόνεσσιν ἀνάσσει.,Homer,Iliad
Ἀτρεΐδη σὺ δὲ παῦε τεὸν μένος· αὐτὰρ ἔγωγε,Homer,Iliad
"λίσσομʼ Ἀχιλλῆϊ μεθέμεν χόλον, ὃς μέγα πᾶσιν",Homer,Iliad
ἕρκος Ἀχαιοῖσιν πέλεται πολέμοιο κακοῖο.,Homer,Iliad
τὸν δʼ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·,Homer,Iliad
ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες·,Homer,Iliad
"ἀλλʼ ὅδʼ ἀνὴρ ἐθέλει περὶ πάντων ἔμμεναι ἄλλων,",Homer,Iliad
"πάντων μὲν κρατέειν ἐθέλει, πάντεσσι δʼ ἀνάσσειν,",Homer,Iliad
"πᾶσι δὲ σημαίνειν, ἅ τινʼ οὐ πείσεσθαι ὀΐω·",Homer,Iliad
εἰ δέ μιν αἰχμητὴν ἔθεσαν θεοὶ αἰὲν ἐόντες,Homer,Iliad
τοὔνεκά οἱ προθέουσιν ὀνείδεα μυθήσασθαι;,Homer,Iliad
τὸν δʼ ἄρʼ ὑποβλήδην ἠμείβετο δῖος Ἀχιλλεύς·,Homer,Iliad
ἦ γάρ κεν δειλός τε καὶ οὐτιδανὸς καλεοίμην,Homer,Iliad
εἰ δὴ σοὶ πᾶν ἔργον ὑπείξομαι ὅττί κεν εἴπῃς·,Homer,Iliad
"ἄλλοισιν δὴ ταῦτʼ ἐπιτέλλεο, μὴ γὰρ ἔμοιγε",Homer,Iliad
σήμαινʼ· οὐ γὰρ ἔγωγʼ ἔτι σοὶ πείσεσθαι ὀΐω.,Homer,Iliad
"ἄλλο δέ τοι ἐρέω, σὺ δʼ ἐνὶ φρεσὶ βάλλεο σῇσι·",Homer,Iliad
χερσὶ μὲν οὔ τοι ἔγωγε μαχήσομαι εἵνεκα κούρης,Homer,Iliad
"οὔτε σοὶ οὔτέ τῳ ἄλλῳ, ἐπεί μʼ ἀφέλεσθέ γε δόντες·",Homer,Iliad
τῶν δʼ ἄλλων ἅ μοί ἐστι θοῇ παρὰ νηῒ μελαίνῃ,Homer,Iliad
τῶν οὐκ ἄν τι φέροις ἀνελὼν ἀέκοντος ἐμεῖο·,Homer,Iliad
εἰ δʼ ἄγε μὴν πείρησαι ἵνα γνώωσι καὶ οἵδε·,Homer,Iliad
αἶψά τοι αἷμα κελαινὸν ἐρωήσει περὶ δουρί.,Homer,Iliad
ὣς τώ γʼ ἀντιβίοισι μαχεσσαμένω ἐπέεσσιν,Homer,Iliad
"ἀνστήτην, λῦσαν δʼ ἀγορὴν παρὰ νηυσὶν Ἀχαιῶν·",Homer,Iliad
Πηλεΐδης μὲν ἐπὶ κλισίας καὶ νῆας ἐΐσας,Homer,Iliad
ἤϊε σύν τε Μενοιτιάδῃ καὶ οἷς ἑτάροισιν·,Homer,Iliad
"Ἀτρεΐδης δʼ ἄρα νῆα θοὴν ἅλα δὲ προέρυσσεν,",Homer,Iliad
"ἐν δʼ ἐρέτας ἔκρινεν ἐείκοσιν, ἐς δʼ ἑκατόμβην",Homer,Iliad
"βῆσε θεῷ, ἀνὰ δὲ Χρυσηΐδα καλλιπάρῃον",Homer,Iliad
εἷσεν ἄγων· ἐν δʼ ἀρχὸς ἔβη πολύμητις Ὀδυσσεύς.,Homer,Iliad
"οἳ μὲν ἔπειτʼ ἀναβάντες ἐπέπλεον ὑγρὰ κέλευθα,",Homer,Iliad
λαοὺς δʼ Ἀτρεΐδης ἀπολυμαίνεσθαι ἄνωγεν·,Homer,Iliad
"οἳ δʼ ἀπελυμαίνοντο καὶ εἰς ἅλα λύματα βάλλον,",Homer,Iliad
ἕρδον δʼ Ἀπόλλωνι τεληέσσας ἑκατόμβας,Homer,Iliad
ταύρων ἠδʼ αἰγῶν παρὰ θῖνʼ ἁλὸς ἀτρυγέτοιο·,Homer,Iliad
κνίση δʼ οὐρανὸν ἷκεν ἑλισσομένη περὶ καπνῷ.,Homer,Iliad
ὣς οἳ μὲν τὰ πένοντο κατὰ στρατόν· οὐδʼ Ἀγαμέμνων,Homer,Iliad
"λῆγʼ ἔριδος τὴν πρῶτον ἐπηπείλησʼ Ἀχιλῆϊ,",Homer,Iliad
"ἀλλʼ ὅ γε Ταλθύβιόν τε καὶ Εὐρυβάτην προσέειπε,",Homer,Iliad
τώ οἱ ἔσαν κήρυκε καὶ ὀτρηρὼ θεράποντε·,Homer,Iliad
ἔρχεσθον κλισίην Πηληϊάδεω Ἀχιλῆος·,Homer,Iliad
χειρὸς ἑλόντʼ ἀγέμεν Βρισηΐδα καλλιπάρῃον·,Homer,Iliad
εἰ δέ κε μὴ δώῃσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι,Homer,Iliad
ἐλθὼν σὺν πλεόνεσσι· τό οἱ καὶ ῥίγιον ἔσται.,Homer,Iliad
"ὣς εἰπὼν προΐει, κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε·",Homer,Iliad
"τὼ δʼ ἀέκοντε βάτην παρὰ θῖνʼ ἁλὸς ἀτρυγέτοιο,",Homer,Iliad
"Μυρμιδόνων δʼ ἐπί τε κλισίας καὶ νῆας ἱκέσθην,",Homer,Iliad
τὸν δʼ εὗρον παρά τε κλισίῃ καὶ νηῒ μελαίνῃ,Homer,Iliad
ἥμενον· οὐδʼ ἄρα τώ γε ἰδὼν γήθησεν Ἀχιλλεύς.,Homer,Iliad
τὼ μὲν ταρβήσαντε καὶ αἰδομένω βασιλῆα,Homer,Iliad
"στήτην, οὐδέ τί μιν προσεφώνεον οὐδʼ ἐρέοντο·",Homer,Iliad
αὐτὰρ ὃ ἔγνω ᾗσιν ἐνὶ φρεσὶ φώνησέν τε·,Homer,Iliad
"χαίρετε κήρυκες Διὸς ἄγγελοι ἠδὲ καὶ ἀνδρῶν,",Homer,Iliad
"ἆσσον ἴτʼ· οὔ τί μοι ὔμμες ἐπαίτιοι ἀλλʼ Ἀγαμέμνων,",Homer,Iliad
ὃ σφῶϊ προΐει Βρισηΐδος εἵνεκα κούρης.,Homer,Iliad
ἀλλʼ ἄγε διογενὲς Πατρόκλεες ἔξαγε κούρην,Homer,Iliad
καί σφωϊν δὸς ἄγειν· τὼ δʼ αὐτὼ μάρτυροι ἔστων,Homer,Iliad
πρός τε θεῶν μακάρων πρός τε θνητῶν ἀνθρώπων,Homer,Iliad
καὶ πρὸς τοῦ βασιλῆος ἀπηνέος εἴ ποτε δʼ αὖτε,Homer,Iliad
χρειὼ ἐμεῖο γένηται ἀεικέα λοιγὸν ἀμῦναι,Homer,Iliad
"τοῖς ἄλλοις· ἦ γὰρ ὅ γʼ ὀλοιῇσι φρεσὶ θύει,",Homer,Iliad
"οὐδέ τι οἶδε νοῆσαι ἅμα πρόσσω καὶ ὀπίσσω,",Homer,Iliad
ὅππως οἱ παρὰ νηυσὶ σόοι μαχέοιντο Ἀχαιοί.,Homer,Iliad
"ὣς φάτο, Πάτροκλος δὲ φίλῳ ἐπεπείθεθʼ ἑταίρῳ,",Homer,Iliad
"ἐκ δʼ ἄγαγε κλισίης Βρισηΐδα καλλιπάρῃον,",Homer,Iliad
δῶκε δʼ ἄγειν· τὼ δʼ αὖτις ἴτην παρὰ νῆας Ἀχαιῶν·,Homer,Iliad
ἣ δʼ ἀέκουσʼ ἅμα τοῖσι γυνὴ κίεν· αὐτὰρ Ἀχιλλεὺς,Homer,Iliad
"δακρύσας ἑτάρων ἄφαρ ἕζετο νόσφι λιασθείς,",Homer,Iliad
"θῖνʼ ἔφʼ ἁλὸς πολιῆς, ὁρόων ἐπʼ ἀπείρονα πόντον·",Homer,Iliad
πολλὰ δὲ μητρὶ φίλῃ ἠρήσατο χεῖρας ὀρεγνύς·,Homer,Iliad
"μῆτερ ἐπεί μʼ ἔτεκές γε μινυνθάδιόν περ ἐόντα,",Homer,Iliad
τιμήν πέρ μοι ὄφελλεν Ὀλύμπιος ἐγγυαλίξαι,Homer,Iliad
Ζεὺς ὑψιβρεμέτης· νῦν δʼ οὐδέ με τυτθὸν ἔτισεν·,Homer,Iliad
ἦ γάρ μʼ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,Homer,Iliad
ἠτίμησεν· ἑλὼν γὰρ ἔχει γέρας αὐτὸς ἀπούρας.,Homer,Iliad
"ὣς φάτο δάκρυ χέων, τοῦ δʼ ἔκλυε πότνια μήτηρ",Homer,Iliad
ἡμένη ἐν βένθεσσιν ἁλὸς παρὰ πατρὶ γέροντι·,Homer,Iliad
"καρπαλίμως δʼ ἀνέδυ πολιῆς ἁλὸς ἠΰτʼ ὀμίχλη,",Homer,Iliad
"καί ῥα πάροιθʼ αὐτοῖο καθέζετο δάκρυ χέοντος,",Homer,Iliad
χειρί τέ μιν κατέρεξεν ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε·,Homer,Iliad
τέκνον τί κλαίεις; τί δέ σε φρένας ἵκετο πένθος;,Homer,Iliad
"ἐξαύδα, μὴ κεῦθε νόῳ, ἵνα εἴδομεν ἄμφω.",Homer,Iliad
τὴν δὲ βαρὺ στενάχων προσέφη πόδας ὠκὺς Ἀχιλλεύς·,Homer,Iliad
οἶσθα· τί ἤ τοι ταῦτα ἰδυίῃ πάντʼ ἀγορεύω;,Homer,Iliad
"ᾠχόμεθʼ ἐς Θήβην ἱερὴν πόλιν Ἠετίωνος,",Homer,Iliad
τὴν δὲ διεπράθομέν τε καὶ ἤγομεν ἐνθάδε πάντα·,Homer,Iliad
"καὶ τὰ μὲν εὖ δάσσαντο μετὰ σφίσιν υἷες Ἀχαιῶν,",Homer,Iliad
ἐκ δʼ ἕλον Ἀτρεΐδῃ Χρυσηΐδα καλλιπάρῃον.,Homer,Iliad
Χρύσης δʼ αὖθʼ ἱερεὺς ἑκατηβόλου Ἀπόλλωνος,Homer,Iliad
ἦλθε θοὰς ἐπὶ νῆας Ἀχαιῶν χαλκοχιτώνων,Homer,Iliad
"λυσόμενός τε θύγατρα φέρων τʼ ἀπερείσιʼ ἄποινα,",Homer,Iliad
στέμματʼ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος,Homer,Iliad
"χρυσέῳ ἀνὰ σκήπτρῳ, καὶ λίσσετο πάντας Ἀχαιούς,",Homer,Iliad
Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν.,Homer,Iliad
ἔνθʼ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ,Homer,Iliad
αἰδεῖσθαί θʼ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα·,Homer,Iliad
"ἀλλʼ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ,",Homer,Iliad
"ἀλλὰ κακῶς ἀφίει, κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε·",Homer,Iliad
χωόμενος δʼ ὁ γέρων πάλιν ᾤχετο· τοῖο δʼ Ἀπόλλων,Homer,Iliad
"εὐξαμένου ἤκουσεν, ἐπεὶ μάλα οἱ φίλος ἦεν,",Homer,Iliad
ἧκε δʼ ἐπʼ Ἀργείοισι κακὸν βέλος· οἳ δέ νυ λαοὶ,Homer,Iliad
"θνῇσκον ἐπασσύτεροι, τὰ δʼ ἐπῴχετο κῆλα θεοῖο",Homer,Iliad
πάντῃ ἀνὰ στρατὸν εὐρὺν Ἀχαιῶν· ἄμμι δὲ μάντις,Homer,Iliad
εὖ εἰδὼς ἀγόρευε θεοπροπίας ἑκάτοιο.,Homer,Iliad
αὐτίκʼ ἐγὼ πρῶτος κελόμην θεὸν ἱλάσκεσθαι·,Homer,Iliad
"Ἀτρεΐωνα δʼ ἔπειτα χόλος λάβεν, αἶψα δʼ ἀναστὰς",Homer,Iliad
ἠπείλησεν μῦθον ὃ δὴ τετελεσμένος ἐστί·,Homer,Iliad
τὴν μὲν γὰρ σὺν νηῒ θοῇ ἑλίκωπες Ἀχαιοὶ,Homer,Iliad
"ἐς Χρύσην πέμπουσιν, ἄγουσι δὲ δῶρα ἄνακτι·",Homer,Iliad
τὴν δὲ νέον κλισίηθεν ἔβαν κήρυκες ἄγοντες,Homer,Iliad
κούρην Βρισῆος τήν μοι δόσαν υἷες Ἀχαιῶν.,Homer,Iliad
ἀλλὰ σὺ εἰ δύνασαί γε περίσχεο παιδὸς ἑῆος·,Homer,Iliad
"ἐλθοῦσʼ Οὔλυμπον δὲ Δία λίσαι, εἴ ποτε δή τι",Homer,Iliad
ἢ ἔπει ὤνησας κραδίην Διὸς ἠὲ καὶ ἔργῳ.,Homer,Iliad
πολλάκι γάρ σεο πατρὸς ἐνὶ μεγάροισιν ἄκουσα,Homer,Iliad
εὐχομένης ὅτʼ ἔφησθα κελαινεφέϊ Κρονίωνι,Homer,Iliad
"οἴη ἐν ἀθανάτοισιν ἀεικέα λοιγὸν ἀμῦναι,",Homer,Iliad
ὁππότε μιν ξυνδῆσαι Ὀλύμπιοι ἤθελον ἄλλοι,Homer,Iliad
Ἥρη τʼ ἠδὲ Ποσειδάων καὶ Παλλὰς Ἀθήνη·,Homer,Iliad
"ἀλλὰ σὺ τόν γʼ ἐλθοῦσα θεὰ ὑπελύσαο δεσμῶν,",Homer,Iliad
"ὦχʼ ἑκατόγχειρον καλέσασʼ ἐς μακρὸν Ὄλυμπον,",Homer,Iliad
"ὃν Βριάρεων καλέουσι θεοί, ἄνδρες δέ τε πάντες",Homer,Iliad
"Αἰγαίωνʼ, ὃ γὰρ αὖτε βίην οὗ πατρὸς ἀμείνων·",Homer,Iliad
ὅς ῥα παρὰ Κρονίωνι καθέζετο κύδεϊ γαίων·,Homer,Iliad
τὸν καὶ ὑπέδεισαν μάκαρες θεοὶ οὐδʼ ἔτʼ ἔδησαν.,Homer,Iliad
τῶν νῦν μιν μνήσασα παρέζεο καὶ λαβὲ γούνων,Homer,Iliad
"αἴ κέν πως ἐθέλῃσιν ἐπὶ Τρώεσσιν ἀρῆξαι,",Homer,Iliad
τοὺς δὲ κατὰ πρύμνας τε καὶ ἀμφʼ ἅλα ἔλσαι Ἀχαιοὺς,Homer,Iliad
"κτεινομένους, ἵνα πάντες ἐπαύρωνται βασιλῆος,",Homer,Iliad
γνῷ δὲ καὶ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,Homer,Iliad
ἣν ἄτην ὅ τʼ ἄριστον Ἀχαιῶν οὐδὲν ἔτισεν.,Homer,Iliad
τὸν δʼ ἠμείβετʼ ἔπειτα Θέτις κατὰ δάκρυ χέουσα·,Homer,Iliad
"ὤ μοι τέκνον ἐμόν, τί νύ σʼ ἔτρεφον αἰνὰ τεκοῦσα;",Homer,Iliad
αἴθʼ ὄφελες παρὰ νηυσὶν ἀδάκρυτος καὶ ἀπήμων,Homer,Iliad
"ἧσθαι, ἐπεί νύ τοι αἶσα μίνυνθά περ οὔ τι μάλα δήν·",Homer,Iliad
νῦν δʼ ἅμα τʼ ὠκύμορος καὶ ὀϊζυρὸς περὶ πάντων,Homer,Iliad
ἔπλεο· τώ σε κακῇ αἴσῃ τέκον ἐν μεγάροισι.,Homer,Iliad
τοῦτο δέ τοι ἐρέουσα ἔπος Διὶ τερπικεραύνῳ,Homer,Iliad
εἶμʼ αὐτὴ πρὸς Ὄλυμπον ἀγάννιφον αἴ κε πίθηται.,Homer,Iliad
ἀλλὰ σὺ μὲν νῦν νηυσὶ παρήμενος ὠκυπόροισι,Homer,Iliad
"μήνιʼ Ἀχαιοῖσιν, πολέμου δʼ ἀποπαύεο πάμπαν·",Homer,Iliad
Ζεὺς γὰρ ἐς Ὠκεανὸν μετʼ ἀμύμονας Αἰθιοπῆας,Homer,Iliad
"χθιζὸς ἔβη κατὰ δαῖτα, θεοὶ δʼ ἅμα πάντες ἕποντο·",Homer,Iliad
"δωδεκάτῃ δέ τοι αὖτις ἐλεύσεται Οὔλυμπον δέ,",Homer,Iliad
"καὶ τότʼ ἔπειτά τοι εἶμι Διὸς ποτὶ χαλκοβατὲς δῶ,",Homer,Iliad
καί μιν γουνάσομαι καί μιν πείσεσθαι ὀΐω.,Homer,Iliad
"ὣς ἄρα φωνήσασʼ ἀπεβήσετο, τὸν δὲ λίπʼ αὐτοῦ",Homer,Iliad
χωόμενον κατὰ θυμὸν ἐϋζώνοιο γυναικὸς,Homer,Iliad
τήν ῥα βίῃ ἀέκοντος ἀπηύρων· αὐτὰρ Ὀδυσσεὺς,Homer,Iliad
ἐς Χρύσην ἵκανεν ἄγων ἱερὴν ἑκατόμβην.,Homer,Iliad
οἳ δʼ ὅτε δὴ λιμένος πολυβενθέος ἐντὸς ἵκοντο,Homer,Iliad
"ἱστία μὲν στείλαντο, θέσαν δʼ ἐν νηῒ μελαίνῃ,",Homer,Iliad
ἱστὸν δʼ ἱστοδόκῃ πέλασαν προτόνοισιν ὑφέντες,Homer,Iliad
"καρπαλίμως, τὴν δʼ εἰς ὅρμον προέρεσσαν ἐρετμοῖς.",Homer,Iliad
"ἐκ δʼ εὐνὰς ἔβαλον, κατὰ δὲ πρυμνήσιʼ ἔδησαν·",Homer,Iliad
"ἐκ δὲ καὶ αὐτοὶ βαῖνον ἐπὶ ῥηγμῖνι θαλάσσης,",Homer,Iliad
ἐκ δʼ ἑκατόμβην βῆσαν ἑκηβόλῳ Ἀπόλλωνι·,Homer,Iliad
ἐκ δὲ Χρυσηῒς νηὸς βῆ ποντοπόροιο.,Homer,Iliad
τὴν μὲν ἔπειτʼ ἐπὶ βωμὸν ἄγων πολύμητις Ὀδυσσεὺς,Homer,Iliad
πατρὶ φίλῳ ἐν χερσὶ τίθει καί μιν προσέειπεν·,Homer,Iliad
"ὦ Χρύση, πρό μʼ ἔπεμψεν ἄναξ ἀνδρῶν Ἀγαμέμνων",Homer,Iliad
"παῖδά τε σοὶ ἀγέμεν, Φοίβῳ θʼ ἱερὴν ἑκατόμβην",Homer,Iliad
"ῥέξαι ὑπὲρ Δαναῶν ὄφρʼ ἱλασόμεσθα ἄνακτα,",Homer,Iliad
ὃς νῦν Ἀργείοισι πολύστονα κήδεʼ ἐφῆκεν.,Homer,Iliad
"ὣς εἰπὼν ἐν χερσὶ τίθει, ὃ δὲ δέξατο χαίρων",Homer,Iliad
παῖδα φίλην· τοὶ δʼ ὦκα θεῷ ἱερὴν ἑκατόμβην,Homer,Iliad
"ἑξείης ἔστησαν ἐΰδμητον περὶ βωμόν,",Homer,Iliad
χερνίψαντο δʼ ἔπειτα καὶ οὐλοχύτας ἀνέλοντο.,Homer,Iliad
τοῖσιν δὲ Χρύσης μεγάλʼ εὔχετο χεῖρας ἀνασχών·,Homer,Iliad
"κλῦθί μευ ἀργυρότοξʼ, ὃς Χρύσην ἀμφιβέβηκας",Homer,Iliad
Κίλλαν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις·,Homer,Iliad
"ἦ μὲν δή ποτʼ ἐμεῦ πάρος ἔκλυες εὐξαμένοιο,",Homer,Iliad
